Date	Day	Action	Actor	Target	Agent	Event	Country	Location	Issue	Linkdate	Time	Reds	Red missing	Red injured	Red deaths	Whites	White missing	White injured	White dead	Source	No event	Sources
10-Jun-20	Thu	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
11-Jun-20	Fri	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
12-Jun-20	Sat	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
13-Jun-20	Sun	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
14-Jun-20	Mon	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
15-Jun-20	Tue	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
16-Jun-20	Wed	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
17-Jun-20	Thu	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
18-Jun-20	Fri	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
19-Jun-20	Sat	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
20-Jun-20	Sun	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
21-Jun-20	Mon	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
22-Jun-20	Tue	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
23-Jun-20	Wed	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
24-Jun-20	Thu	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
25-Jun-20	Fri	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
25-Jun-20	Fri	battle	Bolsheviks	Poles		push Poles southward	Ukraine	Novograd Volynsk	Bolshevik control			25000	0	8	3	10000	0	101	31	Davies		
26-Jun-20	Sat	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
26-Jun-20	Sat	battle	Bolsheviks	Poles		push Poles southward	Ukraine	Novograd Volynsk	Bolshevik control			25000	0	8	3	10000	0	101	31	Davies		
27-Jun-20	Sun	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
28-Jun-20	Mon	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
29-Jun-20	Tue	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
30-Jun-20	Wed	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
1-Jul-20	Thu	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
2-Jul-20	Fri	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
3-Jul-20	Sat	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
4-Jul-20	Sun	battle	Bolsheviks	Poles		Bolsheviks launch new offensive	Ukraine	Braclaw	Bolshevik control			22000	0	8	3	12000	31	101	31	Davies		
4-Jul-20	Sun	battle	Poles	Bolsheviks		Poles launch attack across the Berezina	Ukraine	Berezina river	Polish independence			8000	0	8	3	12000	31	8	3	Fiddick		
5-Jul-20	Mon	battle	Bolsheviks	Poles		Bolsheviks attack Poles	Belarus	Swieciany	Bolshevik control			22000	0	3	1	12000	31	101	31	Davies		
5-Jul-20	Mon	battle	Bolsheviks	Poles		meet Poles on the Berezina	Ukraine	Berezina river	Bolshevik control			20000	0	8	3	14000	0	31	8	Davies		
6-Jul-20	Tue	battle	Bolsheviks	Poles		Bolsheviks attack Poles	Belarus	Swieciany	Bolshevik control			22000	0	3	1	12000	31	101	31	Davies		
6-Jul-20	Tue	battle	Bolsheviks	Poles		meet Poles on the Berezina	Ukraine	Berezina river	Bolshevik control			20000	0	8	3	14000	0	31	8	Davies		
7-Jul-20	Wed	battle	Bolsheviks	Poles		Bolsheviks attack Poles	Belarus	Swieciany	Bolshevik control			22000	0	2	3	12000	31	101	31	Davies		
7-Jul-20	Wed	battle	Bolsheviks	Poles		Bolsheviks cross the Berezina river	Ukraine	Berezina river	Bolshevik control			20000	0	8	3	14000	0	31	8	Davies		
8-Jul-20	Thu	battle	Bolsheviks	Poles		Bolsheviks attack Poles	Belarus	Swieciany	Bolshevik control			22000	0	2	3	12000	31	101	31	Davies		
9-Jul-20	Fri	battle	Bolsheviks	Poles		Bolsheviks attack Poles	Belarus	Swieciany	Bolshevik control			22000	0	3	3	12000	31	101	31	Davies		
9-Jul-20	Fri	battle	Lithuanians	Poles		attack & disrupt Polish army	Belarus	Swieciany	Lithuanian independence			3001	0	3	1	5000	0	8	3	Davies		
10-Jul-20	Sat	battle	Bolsheviks	Poles		drive to Wilno	Lithuania	Wilno	Bolshevik control			22000	0	31	8	14000	0	101	31	Davies		
11-Jul-20	Sun	battle	Bolsheviks	Poles		drive to Wilno	Lithuania	Wilno	Bolshevik control			22000	0	31	8	14000	0	101	31	Davies		
12-Jul-20	Mon	battle	Bolsheviks	Poles		drive to Wilno	Lithuania	Wilno	Bolshevik control			22000	0	31	8	14000	0	101	31	Davies		
13-Jul-20	Tue	battle	Bolsheviks	Poles		drive to Wilno	Lithuania	Wilno	Bolshevik control			22000	0	31	8	14000	0	101	31	Davies		
14-Jul-20	Wed	battle	Bolsheviks	Poles		Bolsheviks enter Wilno	Lithuania	Wilno	Bolshevik control			22000	0	31	8	14000	0	101	31	Davies		
15-Jul-20	Thu	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
16-Jul-20	Fri	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
17-Jul-20	Sat	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
18-Jul-20	Sun	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
19-Jul-20	Mon	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
20-Jul-20	Tue	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
21-Jul-20	Wed	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
22-Jul-20	Thu	battle	Bolsheviks	Poles		Bolsheviks fight toward Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	0	101	31	Davies		
23-Jul-20	Fri	battle	Bolsheviks	Poles		Bolsheviks enter Grodno	Belarus	Grodno	Bolshevik control			22000	0	8	3	12000	5000	0	0	Davies		
24-Jul-20	Sat	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Bialystok	Bolshevik control			22000	0	8	3	10000	0	101	31	Davies		
25-Jul-20	Sun	battle	Poles	Bolsheviks		Polish cavarly defeat Bolsheviks	Poland	Janow	Polish independence			1001	0	101	31	1200	0	31	8	Davies		
25-Jul-20	Sun	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Bialystok	Bolshevik control			22000	0	301	31	10000	0	101	31	Davies		
26-Jul-20	Mon	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Bialystok	Bolshevik control			22000	0	301	31	10000	0	101	31	Davies		
27-Jul-20	Tue	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Bialystok	Bolshevik control			22000	0	301	31	10000	0	101	31	Davies		
28-Jul-20	Wed	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Bialystok	Bolshevik control			22000	0	301	31	10000	0	101	31	Davies		
29-Jul-20	Thu	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Bialystok	Bolshevik control			22000	0	301	31	10000	0	101	31	Davies		
29-Jul-20	Thu	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
30-Jul-20	Fri	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
31-Jul-20	Sat	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
1-Aug-20	Sun	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
2-Aug-20	Mon	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
3-Aug-20	Tue	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
4-Aug-20	Wed	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Lomza	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
5-Aug-20	Thu	battle	Bolsheviks	Poles		Bolsheviks enter Lomza	Poland	Lomza	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
5-Aug-20	Thu	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
6-Aug-20	Fri	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
6-Aug-20	Fri	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
7-Aug-20	Sat	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
7-Aug-20	Sat	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
8-Aug-20	Sun	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
8-Aug-20	Sun	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	0	301	31	12000	301	301	31	Davies		
9-Aug-20	Mon	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
9-Aug-20	Mon	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
10-Aug-20	Tue	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
10-Aug-20	Tue	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
11-Aug-20	Wed	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
11-Aug-20	Wed	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
12-Aug-20	Thu	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
12-Aug-20	Thu	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
13-Aug-20	Fri	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
13-Aug-20	Fri	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
14-Aug-20	Sat	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
14-Aug-20	Sat	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
15-Aug-20	Sun	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
15-Aug-20	Sun	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
16-Aug-20	Mon	battle	Bolsheviks	Poles		Bolsheviks pursue Polish forces	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
16-Aug-20	Mon	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
17-Aug-20	Tue	battle	Bolsheviks	Poles		break through the bridge at Wtoclawek	Poland	Wtoclawek	Bolshevik control			22000	0	301	31	10000	301	301	31	Davies		
17-Aug-20	Tue	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
18-Aug-20	Wed	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
19-Aug-20	Thu	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
20-Aug-20	Fri	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
21-Aug-20	Sat	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
22-Aug-20	Sun	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Warsaw	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
23-Aug-20	Mon	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Grabowo	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
24-Aug-20	Tue	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Chorzele	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
25-Aug-20	Wed	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Chorzele	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
26-Aug-20	Thu	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Chorzele	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
27-Aug-20	Fri	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Chorzele	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
28-Aug-20	Sat	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Chorzele	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
29-Aug-20	Sun	battle	Bolsheviks	Poles		battle of Warsaw	Poland	Chorzele	Bolshevik control			22000	501	301	31	12000	301	301	31	Davies		
30-Aug-20	Mon	battle	Poles	Bolsheviks		battle of Komarow	Poland	Komarow	Polish independence			20000	101	301	31	22000	0	101	31	Davies		
31-Aug-20	Tue	battle	Poles	Bolsheviks		battle of Komarow	Poland	Komarow	Polish independence			20000	101	301	31	22000	0	101	31	Davies		
1-Sep-20	Wed	battle	Poles	Bolsheviks		battle of Komarow	Poland	Komarow	Polish independence			20000	101	301	31	22000	0	101	31	Davies		
2-Sep-20	Thu	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
3-Sep-20	Fri	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
4-Sep-20	Sat	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
5-Sep-20	Sun	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
6-Sep-20	Mon	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
7-Sep-20	Tue	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
8-Sep-20	Wed	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
9-Sep-20	Thu	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
10-Sep-20	Fri	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
11-Sep-20	Sat	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
12-Sep-20	Sun	battle	Poles	Bolsheviks		Poles drive toward Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
13-Sep-20	Mon	battle	Poles	Bolsheviks		Poles enter Kowel	Ukraine	Kowel	Polish independence			20000	101	301	31	24000	0	101	31	Davies		
14-Sep-20	Tue	battle	Poles	Bolsheviks		Poles attack Luck	Ukraine	Luck	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
15-Sep-20	Wed	battle	Poles	Bolsheviks		Poles attack Luck	Ukraine	Luck	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
16-Sep-20	Thu	battle	Poles	Bolsheviks		Poles attack Luck	Ukraine	Luck	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
17-Sep-20	Fri	battle	Poles	Bolsheviks		Poles attack Rowne	Belarus	Rowne	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
18-Sep-20	Sat	battle	Poles	Bolsheviks		Poles attack Rowne	Belarus	Rowne	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
19-Sep-20	Sun	battle	Poles	Bolsheviks		Poles attack Zaslaw	Belarus	Zaslaw	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
20-Sep-20	Mon	battle	Poles	Bolsheviks		Poles attack Zaslaw	Belarus	Zaslaw	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
21-Sep-20	Tue	battle	Poles	Bolsheviks		Poles attack Zaslaw	Belarus	Zaslaw	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
22-Sep-20	Wed	battle	Poles	Bolsheviks		Poles attack Zaslaw	Belarus	Zaslaw	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
23-Sep-20	Thu	battle	Poles	Bolsheviks		Poles enter Zaslaw	Belarus	Zaslaw	Polish independence			18000	0	301	101	24000	0	101	31	Davies		
24-Sep-20	Fri	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
25-Sep-20	Sat	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
26-Sep-20	Sun	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
27-Sep-20	Mon	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
28-Sep-20	Tue	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
29-Sep-20	Wed	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
30-Sep-20	Thu	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
1-Oct-20	Fri	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
2-Oct-20	Sat	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
3-Oct-20	Sun	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
4-Oct-20	Mon	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
5-Oct-20	Tue	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
6-Oct-20	Wed	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
6-Oct-20	Wed	battle	Whites	Bolsheviks		White forces cross the Dnepr	Ukraine	Khortitsa	civil war			18000	0	8	3	43000	0	3	1	Kenez 1977		
7-Oct-20	Thu	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
7-Oct-20	Thu	battle	Whites	Bolsheviks		White forces cross the Dnepr	Ukraine	Khortitsa	civil war			18000	0	8	3	43000	0	3	1	Kenez 1977		
8-Oct-20	Fri	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
8-Oct-20	Fri	battle	Whites	Bolsheviks		White forces cross the Dnepr	Ukraine	Khortitsa	civil war			18000	0	8	3	43000	0	3	1	Kenez 1977		
9-Oct-20	Sat	battle	Poles	Bolsheviks		Poles push toward Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
9-Oct-20	Sat	battle	Whites	Bolsheviks		White forces cross the Dnepr	Ukraine	Khortitsa	civil war			18000	0	8	3	43000	0	3	1	Kenez 1977		
10-Oct-20	Sun	battle	Poles	Bolsheviks		Poles enter Zwieciany	Belarus	Zwieciany	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
10-Oct-20	Sun	battle	Whites	Bolsheviks		White forces cross the Dnepr	Ukraine	Khortitsa	civil war			18000	0	8	3	43000	0	3	1	Kenez 1977		
11-Oct-20	Mon	battle	Poles	Bolsheviks		Poles push toward Moldeczno	Belarus	Molodeczno	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
11-Oct-20	Mon	battle	Whites	Bolsheviks		White forces cross the Dnepr	Ukraine	Khortitsa	civil war			18000	0	8	3	43000	0	3	1	Kenez 1977		
12-Oct-20	Tue	battle	Poles	Bolsheviks		Poles enter Moldeczno	Belarus	Molodeczno	Polish independence			17000	0	301	101	24000	0	101	31	Davies		
12-Oct-20	Tue	treaty	Poles	Bolsheviks		agree not to fight USSR after October 18	Belarus	Minsk	Polish independence			1	0	0	0	1	0	0	0	Davies		
