Date,Day,Action,Actor,Target,Agent,Event,State,Location,Issue,Linked date,Time/Duration,side1troops,side1arrests,side1injured,side1killed,side2troops,side2arrests,side2injured,side2killed,Source,no event,Sources
29-Jul-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
29-Jul-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
30-Jul-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
30-Jul-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
31-Jul-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
31-Jul-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
1-Aug-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
1-Aug-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
1-Aug-63,Sat,battle,Union,Confederates,,skirmish in Virginia,Virginia,Brandy Station,civil war,,,2500,0,8,3,2500,0,8,3,Bowman,,
2-Aug-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Aug-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
3-Aug-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
3-Aug-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
4-Aug-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Aug-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
4-Aug-63,Tue,shelling,Union,Confederates,,shell Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,3,1,6000,0,0,0,Bowman,,
5-Aug-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
5-Aug-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
6-Aug-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
6-Aug-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
6-Aug-63,Thu,raid,Confederates,Union,,Mosby's raiders attack Union rearguard,Virginia,Fairfax Court House,civil war,,,2000,0,8,3,5000,0,31,8,Arnold & Wiener,,
7-Aug-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
7-Aug-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
8-Aug-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Aug-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
9-Aug-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
9-Aug-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
10-Aug-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Aug-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
10-Aug-63,Mon,shelling,Confederates,Union,,rebels shell from Battery Wagner & Fort Sumter,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,3,1,Bowman,,
11-Aug-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
11-Aug-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
12-Aug-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Aug-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
12-Aug-63,Wed,shelling,Union,Confederates,,shell Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,3,1,6000,0,0,0,Bowman,,
13-Aug-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Aug-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
14-Aug-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
14-Aug-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
15-Aug-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
15-Aug-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
16-Aug-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Aug-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
17-Aug-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Aug-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
17-Aug-63,Mon,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
18-Aug-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Aug-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
18-Aug-63,Tue,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Arnold & Wiener,,
19-Aug-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Aug-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
19-Aug-63,Wed,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Arnold & Wiener,,
20-Aug-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Aug-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
20-Aug-63,Thu,battle,American Indians,Union,,Kit Carson leads Union troops against Navahos,Arizona,Indian Wells,Indian rising,,,3001,0,101,31,4000,0,8,3,Bowman,,
20-Aug-63,Thu,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Arnold & Wiener,,
21-Aug-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Aug-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
21-Aug-63,Fri,raid,Confederates,Union,,Quantrill's raiders destroy Lawrence,Kansas,Lawrence,civil war,,,450,0,0,0,3000,0,30,150,Bowman,,
21-Aug-63,Fri,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Arnold & Wiener,,
22-Aug-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Aug-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
22-Aug-63,Sat,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Arnold & Wiener,,
23-Aug-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Aug-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
23-Aug-63,Sun,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
24-Aug-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Aug-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
25-Aug-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Aug-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
25-Aug-63,Tue,raid,Union,Confederates,,Union commander in Kansas City destroys homes after Lawrence raid,Missouri,Kansas City,civil war,8/21/1963,,20000,20000,0,0,5000,0,0,0,Bowman,,
26-Aug-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Aug-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
26-Aug-63,Wed,battle,Union,Confederates,,attack Battery Wager,South Carolina,Charleston,civil war,,,1300,0,31,8,6000,0,469,231,Faust,,
27-Aug-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
27-Aug-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
28-Aug-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Aug-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
29-Aug-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
29-Aug-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
30-Aug-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
30-Aug-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
30-Aug-63,Sun,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
31-Aug-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
31-Aug-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
1-Sep-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
1-Sep-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
1-Sep-63,Tue,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
2-Sep-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Sep-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
2-Sep-63,Wed,occupation,Union,Confederates,,Gen. Burnside moves Union troops into Knoxville,Tennessee,Knoxville,civil war,,,0,0,0,0,15000,0,0,0,Bowman,,
3-Sep-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
3-Sep-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
3-Sep-63,Thu,battle,Union,American Indians,,Sioux flee from Union attack,North Dakota,Whitestone,Indian rising,,,2000,0,8,3,3000,0,0,0,Arnold & Wiener,,
4-Sep-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Sep-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
4-Sep-63,Fri,riot,citizens,Confederates,,women loot & riot against lack of food & clothing,Alabama,Mobile,food shortage,,,301,0,0,0,0,0,0,0,Bowman,,
5-Sep-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
5-Sep-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
6-Sep-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
6-Sep-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
7-Sep-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Sep-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Sep-63,Tue,battle,Union,Confederates,,Union gunboats defeated in attempt to capture fort,Texas,Sabine Pass,civil war,,,44,0,3,1,3000,400,40,30,Bowman,,
8-Sep-63,Tue,attack,Union,Confederates,,Union forces repelled in attack on Fort Sumter,South Carolina,Charleston,civil war,,,3000,0,3,1,3000,0,101,31,Arnold & Wiener,,
9-Sep-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Sep-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Sep-63,Thu,occupation,Union,Confederates,,Union forces occupy Little Rock,Arkansas,Little Rock,civil war,,,0,0,0,0,5000,0,0,0,Bowman,,
11-Sep-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Sep-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Sep-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Sep-63,Sun,raid,Confederates,Union,,rebel Gen. Bragg fails in attack on Union forces,Georgia,Lee & Gordon's Creek,civil war,,,3000,0,101,31,5000,0,31,8,Sauers,,
14-Sep-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
15-Sep-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Sep-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Sep-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Sep-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Sep-63,Fri,battle,Union,Confederates,,cavalry skirmishes break out before main battle,Georgia,Chickamauga,civil war,,,2800,0,31,8,3000,0,31,8,Bowman,,
19-Sep-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Sep-63,Sat,battle,Confederates,Union,,battle of Chickamauga,Georgia,Chickamauga,civil war,,12:00-20:00,40000,734,7337,1156,40000,2379,4878,829,Faust,,
20-Sep-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Sep-63,Sun,battle,Confederates,Union,,battle of Chickamauga,Georgia,Chickamauga,civil war,,9:30-18:00,40000,734,7337,1156,40000,2378,4878,828,Faust,,
21-Sep-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Sep-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Sep-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Sep-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Sep-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Sep-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
27-Sep-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Sep-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Sep-63,Mon,battle,Confederates,Union,,battle of Fordoche Bridge,Louisiana,Fordoche Bridge,civil war,,,4000,0,301,101,5000,400,501,301,Arnold & Wiener,,
28-Sep-63,Mon,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
28-Sep-63,Mon,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
29-Sep-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
29-Sep-63,Tue,battle,Confederates,Union,,battle of Fordoche Bridge,Louisiana,Fordoche Bridge,civil war,,,4000,0,301,101,5000,400,501,301,Arnold & Wiener,,
29-Sep-63,Tue,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
29-Sep-63,Tue,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
30-Sep-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
30-Sep-63,Wed,battle,Confederates,Union,,rebel cavalry attacks Union supply lines,Tennessee,Chattanooga,civil war,,,3000,0,8,3,1500,0,31,8,Bowman,,
30-Sep-63,Wed,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
30-Sep-63,Wed,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
1-Oct-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
1-Oct-63,Thu,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
1-Oct-63,Thu,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
2-Oct-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Oct-63,Fri,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
2-Oct-63,Fri,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
3-Oct-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
3-Oct-63,Sat,shelling,Union,Confederates,,shell Fort Sumter,South Carolina,Charleston,civil war,,,5000,0,8,3,6000,0,0,0,Bowman,,
3-Oct-63,Sat,raid,Confederates,Union,,rebel cavalry attacks Union supply lines,Tennessee,Chattanooga,civil war,,,3000,0,8,3,1500,0,31,8,Bowman,,
3-Oct-63,Sat,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
4-Oct-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Oct-63,Sun,siege,Confederates,Union,,siege of Chattanooga,Tennessee,Chattanooga,civil war,,,12000,0,0,0,15000,0,0,0,Bowman,,
5-Oct-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
